Best,Active,Candidate
5914008000,5914008000,5914008000
1169842400,1388746100,1388746100
1046966600,1217969700,1217969700
1046966600,1188992300,1188992300
1046966600,1199032200,1199032200
1046630600,1194255400,1194255400
1046630600,1728862600,1728862600
958470800,1042110200,1042110200
911449200,1061036700,1061036700
911449200,1282828900,1282828900
911449200,1182670500,1182670500
911449200,1244314500,1244314500
911449200,2181296400,2181296400
911449200,1087652100,1087652100
911449200,1017112960,1017112960
911449200,2002795300,2002795300
886151200,1501019300,1501019300
782929200,855749300,855749300
782929200,1517532400,1517532400
782929200,1045580740,1045580740
782929200,1128526600,1128526600
782929200,1074767100,1074767100
782929200,1053581630,1053581630
782929200,1090332200,1090332200
782929200,1507636200,1507636200
782929200,1283450200,1283450200
782929200,1607826300,1607826300
712420350,1464868100,1464868100
712420350,1056548600,1056548600
712420350,1131447200,1131447200
712420350,1271860200,1271860200
712420350,1154082700,1154082700
712420350,1201079400,1201079400
712420350,1022840960,1022840960
712420350,1269763800,1269763800
712420350,2247440100,2247440100
712420350,1482047600,1482047600
712420350,1390053500,1390053500
712420350,1904290000,1904290000
712420350,971148900,971148900
712420350,1022093900,1022093900
712420350,991259970,991259970
712420350,1163623800,1163623800
712420350,2326150700,2326150700
712420350,1003799000,1003799000
712420350,1432589200,1432589200
712420350,1545193300,1545193300
712420350,1587744900,1587744900
712420350,996723900,996723900
712420350,1245076100,1245076100
712420350,2098384500,2098384500
712420350,969726800,969726800
712420350,1173002800,1173002800
712420350,1114182300,1114182300
712420350,1872396500,1872396500
712420350,1016940100,1016940100
712420350,1049044500,1049044500
712420350,1099285800,1099285800
712420350,1130201200,1130201200
712420350,1307784000,1307784000
712420350,1647765900,1647765900
712420350,1238646100,1238646100
712420350,1513227400,1513227400
712420350,1358878100,1358878100
712420350,1022081600,1022081600
712420350,2244266200,2244266200
712420350,1151097000,1151097000
712420350,1177751900,1177751900
712420350,1031710660,1031710660
712420350,1186356100,1186356100
712420350,973311040,973311040
712420350,1593401000,1593401000
712420350,2569196500,2569196500
711550700,1145762400,1145762400
711550700,1080792000,1080792000
711550700,1145489500,1145489500
711550700,1480975900,1480975900
711550700,1499733200,1499733200
711550700,1089002600,1089002600
711550700,1130471300,1130471300
711550700,1003506900,1003506900
711550700,1027296700,1027296700
711550700,1468631700,1468631700
711550700,1113225900,1113225900
711550700,1109247100,1109247100
711550700,1326529500,1326529500
711550700,1079490300,1079490300
711550700,1207962000,1207962000
711550700,2270910700,2270910700
711550700,976525700,976525700
711550700,1184936100,1184936100
711550700,1183843300,1183843300
711550700,1808771500,1808771500
711550700,1156938600,1156938600
711550700,1092371100,1092371100
711550700,1943514000,1943514000
711550700,1136089700,1136089700
711550700,1754473600,1754473600
711550700,795347460,795347460
711550700,1349907100,1349907100
711550700,2254626600,2254626600
711550700,1495463800,1495463800
711550700,1018515200,1018515200
711550700,1247238700,1247238700
711550700,1112390500,1112390500
711550700,1943322000,1943322000
711550700,1232648200,1232648200
711550700,1557949000,1557949000
711550700,2037434600,2037434600
711550700,1134443500,1134443500
711550700,1642074100,1642074100
711550700,1153521700,1153521700
711550700,1579219600,1579219600
711550700,1280751700,1280751700
711550700,1203510700,1203510700
711550700,1257334400,1257334400
711550700,1242419000,1242419000
711550700,1835614800,1835614800
711550700,1229475200,1229475200
711550700,1590259600,1590259600
711550700,1544248200,1544248200
711550700,1040594050,1040594050
711550700,1314247300,1314247300
711550700,1354402800,1354402800
711550700,1013200000,1013200000
711550700,1331445900,1331445900
711550700,2076650000,2076650000
711490750,1118487600,1118487600
697795140,1084107400,1084107400
688182700,1137042800,1137042800
688182700,1181308200,1181308200
688182700,1521676300,1521676300
688182700,1077570600,1077570600
688182700,1389831700,1389831700
688182700,1130927700,1130927700
688182700,1141508600,1141508600
688182700,1249600000,1249600000
688182700,1235830300,1235830300
688182700,1745048700,1745048700
688182700,1407827700,1407827700
688182700,1230556800,1230556800
688182700,1128865700,1128865700
688182700,1774718200,1774718200
653933600,1648722600,1648722600
653933600,969072500,969072500
653933600,1184634600,1184634600
653933600,1679520100,1679520100
653933600,1270162600,1270162600
653933600,2095134200,2095134200
653933600,1188421400,1188421400
653933600,1573493400,1573493400
653933600,1229641600,1229641600
653933600,1613540400,1613540400
653933600,1169718400,1169718400
653933600,1125491000,1125491000
653933600,2068574000,2068574000
653933600,1240153300,1240153300
653933600,1061371140,1061371140
653933600,2342419200,2342419200
623989800,930586200,930586200
623989800,2050019700,2050019700
623989800,1114524200,1114524200
623989800,1115835000,1115835000
623989800,1204272600,1204272600
623989800,1175137000,1175137000
623989800,1100108300,1100108300
623989800,1225141100,1225141100
623989800,1620605700,1620605700
623989800,1169702900,1169702900
623989800,2340957200,2340957200
623989800,1116225200,1116225200
623989800,1297417700,1297417700
623989800,1100411300,1100411300
623989800,1052600450,1052600450
623989800,1173563100,1173563100
623989800,1207253400,1207253400
623989800,865218600,865218600
623989800,971983900,971983900
623989800,1050643200,1050643200
623989800,2026760300,2026760300
623989800,1211604500,1211604500
623989800,1068864260,1068864260
623989800,1059027650,1059027650
623989800,1516778100,1516778100
623989800,1503396200,1503396200
623989800,1361592200,1361592200
623989800,2020614700,2020614700
623989800,1364487300,1364487300
623989800,1262774100,1262774100
623989800,1535016800,1535016800
623989800,1113573800,1113573800
623989800,2039004500,2039004500
623989800,1056848100,1056848100
603622800,1002543360,1002543360
603622800,1135974900,1135974900
603622800,1177945300,1177945300
603622800,2508738000,2508738000
603622800,1169077500,1169077500
603622800,2187717000,2187717000
603622800,1221305900,1221305900
603622800,1144165100,1144165100
603622800,1333253200,1333253200
603622800,1353200600,1353200600
603622800,1106679400,1106679400
603622800,1218739100,1218739100
603622800,991812400,991812400
603622800,1249600600,1249600600
603622800,1231925000,1231925000
603622800,1242178000,1242178000
603622800,1153025300,1153025300
603622800,1133045500,1133045500
603622800,1067606340,1067606340
603622800,1156557600,1156557600
603622800,983438100,983438100
603622800,1230688300,1230688300
603622800,1415572500,1415572500
603622800,1036200450,1036200450
603622800,1339761800,1339761800
603622800,1035643140,1035643140
603622800,1557709200,1557709200
603622800,1917008000,1917008000
603622800,1136351200,1136351200
603622800,961791170,961791170
603622800,1006278700,1006278700
598975040,1072005500,1072005500
598975040,1300173000,1300173000
598975040,2157235500,2157235500
598975040,1433351800,1433351800
598975040,1724398700,1724398700
598975040,1440717600,1440717600
598975040,1172329000,1172329000
598975040,1137722900,1137722900
598975040,1231495700,1231495700
598975040,1260619100,1260619100
598975040,2379785200,2379785200
585493800,868499000,868499000
585463800,756637500,756637500
585463800,1864309200,1864309200
585463800,1293280300,1293280300
585463800,1566771300,1566771300
585463800,1082221000,1082221000
585463800,1412009100,1412009100
585463800,1133392400,1133392400
585463800,1006435840,1006435840
585463800,969813570,969813570
585463800,997919000,997919000
585463800,1196745000,1196745000
585463800,1081956900,1081956900
585463800,1212035200,1212035200
585463800,1248983700,1248983700
569276740,1002353200,1002353200
569276740,2061016000,2061016000
569276740,1989704000,1989704000
569276740,1176468700,1176468700
569276740,1463471000,1463471000
569276740,2039980800,2039980800
569276740,1187476400,1187476400
569276740,1104828000,1104828000
569276740,1495322800,1495322800
569276740,1406431600,1406431600
569276740,1045311600,1045311600
569276740,899919700,899919700
569276740,1567354200,1567354200
569276740,1064069000,1064069000
569276740,1983869300,1983869300
569276740,1056911700,1056911700
569276740,1861301600,1861301600
569276740,2039346000,2039346000
569276740,1049168200,1049168200
552908900,1158773900,1158773900
